SA2_MAINCODE_2016,SA2_NAME_2016,SED_CODE_2018,SED_NAME_2018,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
104011082,Maclean - Yamba - Iluka,10019,Clarence,1,Good,Acceptable,0
104021083,Bellingen,10064,Oxley,1,Good,Acceptable,0
104021084,Coffs Harbour - North,10020,Coffs Harbour,1,Good,Acceptable,0
104021085,Coffs Harbour - South,10020,Coffs Harbour,1,Good,Acceptable,0
104021086,Coramba - Nana Glen - Bucca,10020,Coffs Harbour,1,Good,Acceptable,0
104021087,Dorrigo,10019,Clarence,0.1251545,Good,Acceptable,0
104021087,Dorrigo,10020,Coffs Harbour,0.2017923,Good,Acceptable,0
104021087,Dorrigo,10064,Oxley,0.6730531,Good,Acceptable,0
104021088,Korora - Emerald Beach,10020,Coffs Harbour,1,Good,Acceptable,0
104021089,Sawtell - Boambee,10020,Coffs Harbour,1,Good,Acceptable,0
104021090,Urunga,10064,Oxley,1,Good,Acceptable,0
104021091,Woolgoolga - Arrawarra,10020,Coffs Harbour,1,Good,Acceptable,0
105011092,Bourke - Brewarrina,10006,Barwon,1,Good,Acceptable,0
105011093,Cobar,10006,Barwon,1,Good,Acceptable,0
105011094,Coonamble,10006,Barwon,1,Good,Acceptable,0
105011095,Nyngan - Warren,10006,Barwon,1,Good,Acceptable,0
105011096,Walgett - Lightning Ridge,10006,Barwon,1,Good,Acceptable,0
105021097,Broken Hill,10006,Barwon,1,Good,Acceptable,0
105021098,Far West,10006,Barwon,1,Good,Acceptable,0
105031099,Coonabarabran,10006,Barwon,1,Good,Acceptable,0
105031100,Dubbo - East,10026,Dubbo,1,Good,Acceptable,0
105031101,Dubbo - South,10026,Dubbo,1,Good,Acceptable,0
105031102,Dubbo - West,10026,Dubbo,1,Good,Acceptable,0
105031103,Dubbo Region,10026,Dubbo,1,Good,Acceptable,0
105031104,Gilgandra,10006,Barwon,1,Good,Acceptable,0
105031105,Narromine,10026,Dubbo,1,Good,Acceptable,0
105031106,Wellington,10026,Dubbo,0.9536199,Good,Acceptable,0
105031106,Wellington,10063,Orange,0.0463801,Good,Acceptable,0
106011107,Branxton - Greta - Pokolbin,10017,Cessnock,0.8080529,Good,Acceptable,0
106011107,Branxton - Greta - Pokolbin,10085,Upper Hunter,0.1919471,Good,Acceptable,0
106011108,Cessnock,10017,Cessnock,1,Good,Acceptable,0
106011109,Cessnock Region,10017,Cessnock,1,Good,Acceptable,0
106011110,Dungog,10085,Upper Hunter,1,Good,Acceptable,0
106011111,Kurri Kurri - Abermain,10017,Cessnock,1,Good,Acceptable,0
106011112,Singleton,10085,Upper Hunter,1,Good,Acceptable,0
106011113,Singleton Region,10017,Cessnock,0.2235823,Good,Acceptable,0
106011113,Singleton Region,10085,Upper Hunter,0.7764177,Good,Acceptable,0
106021114,Maitland,10049,Maitland,1,Good,Acceptable,0
106021115,Maitland - East,10049,Maitland,1,Good,Acceptable,0
106021116,Maitland - North,10049,Maitland,1,Good,Acceptable,0
106021117,Maitland - West,10049,Maitland,1,Good,Acceptable,0
106021118,Thornton - Millers Forest,10049,Maitland,1,Good,Acceptable,0
106031119,Anna Bay,10069,Port Stephens,1,Good,Acceptable,0
106031120,Lemon Tree Passage - Tanilba Bay,10069,Port Stephens,1,Good,Acceptable,0
106031121,Nelson Bay Peninsula,10069,Port Stephens,1,Good,Acceptable,0
106031122,Raymond Terrace,10069,Port Stephens,1,Good,Acceptable,0
106031123,Seaham - Woodville,10069,Port Stephens,1,Good,Acceptable,0
106031124,Tea Gardens - Hawks Nest,10069,Port Stephens,1,Good,Acceptable,0
106031125,Williamtown - Medowie - Karuah,10069,Port Stephens,1,Good,Acceptable,0
106041126,Muswellbrook,10085,Upper Hunter,1,Good,Acceptable,0
106041127,Muswellbrook Region,10085,Upper Hunter,1,Good,Acceptable,0
106041128,Scone,10085,Upper Hunter,1,Good,Acceptable,0
106041129,Scone Region,10085,Upper Hunter,1,Good,Acceptable,0
107011131,Dapto - Avondale,10075,Shellharbour,1,Good,Acceptable,0
107011132,Horsley - Kembla Grange,10075,Shellharbour,1,Good,Acceptable,0
107011133,Port Kembla Industrial,10092,Wollongong,1,Good,Acceptable,0
107011134,Unanderra - Mount Kembla,10092,Wollongong,1,Good,Acceptable,0
107011545,Berkeley - Lake Heights - Cringila,10092,Wollongong,1,Good,Acceptable,0
107011546,Port Kembla - Warrawong,10092,Wollongong,1,Good,Acceptable,0
107011547,Windang - Primbee,10092,Wollongong,1,Good,Acceptable,0
107021135,Illawarra Catchment Reserve,10091,Wollondilly,1,Good,Acceptable,0
107031136,Albion Park - Macquarie Pass,10039,Kiama,1,Good,Acceptable,0
107031137,Albion Park Rail,10039,Kiama,0.686509,Good,Acceptable,0
107031137,Albion Park Rail,10075,Shellharbour,0.313491,Good,Acceptable,0
107031138,Kiama,10039,Kiama,1,Good,Acceptable,0
107031139,Kiama Downs - Minnamurra,10039,Kiama,1,Good,Acceptable,0
107031140,Kiama Hinterland - Gerringong,10039,Kiama,1,Good,Acceptable,0
107031141,Shellharbour - Flinders,10039,Kiama,0.0164812,Good,Acceptable,0
107031141,Shellharbour - Flinders,10075,Shellharbour,0.9835188,Good,Acceptable,0
107031142,Shellharbour - Oak Flats,10075,Shellharbour,1,Good,Acceptable,0
107031143,Warilla,10075,Shellharbour,1,Good,Acceptable,0
107041144,Balgownie - Fairy Meadow,10038,Keira,0.6532919,Good,Acceptable,0
107041144,Balgownie - Fairy Meadow,10092,Wollongong,0.3467081,Good,Acceptable,0
107041145,Corrimal - Tarrawanna - Bellambi,10038,Keira,1,Good,Acceptable,0
107041146,Figtree - Keiraville,10038,Keira,0.9190112,Good,Acceptable,0
107041146,Figtree - Keiraville,10092,Wollongong,0.0809888,Good,Acceptable,0
107041147,Helensburgh,10034,Heathcote,1,Acceptable,Acceptable,0
107041148,Thirroul - Austinmer - Coalcliff,10034,Heathcote,0.1231667,Acceptable,Acceptable,0
107041148,Thirroul - Austinmer - Coalcliff,10038,Keira,0.8768333,Good,Acceptable,0
107041150,Woonona - Bulli - Russell Vale,10038,Keira,1,Good,Acceptable,0
107041548,Wollongong - East,10092,Wollongong,1,Good,Acceptable,0
107041549,Wollongong - West,10092,Wollongong,1,Good,Acceptable,0
108011151,Bulahdelah - Stroud,10057,Myall Lakes,0.4040618,Good,Acceptable,0
108011151,Bulahdelah - Stroud,10085,Upper Hunter,0.5959382,Good,Acceptable,0
108011152,Forster,10057,Myall Lakes,1,Good,Acceptable,0
108011153,Forster-Tuncurry Region,10057,Myall Lakes,1,Good,Acceptable,0
108011154,Tuncurry,10057,Myall Lakes,1,Good,Acceptable,0
108021155,Kempsey,10064,Oxley,1,Good,Acceptable,0
108021156,Kempsey Region,10064,Oxley,1,Good,Acceptable,0
108021157,Macksville - Scotts Head,10064,Oxley,1,Good,Acceptable,0
108021158,Nambucca Heads,10064,Oxley,1,Good,Acceptable,0
108021159,Nambucca Heads Region,10064,Oxley,1,Good,Acceptable,0
108021160,South West Rocks,10064,Oxley,1,Good,Acceptable,0
108031161,Lord Howe Island,10068,Port Macquarie,1,Good,Acceptable,0
108041162,Laurieton - Bonny Hills,10068,Port Macquarie,1,Good,Acceptable,0
108041163,Port Macquarie - East,10068,Port Macquarie,1,Good,Acceptable,0
108041164,Port Macquarie - West,10068,Port Macquarie,1,Good,Acceptable,0
108041165,Port Macquarie Region,10064,Oxley,0.7093309,Good,Acceptable,0
108041165,Port Macquarie Region,10068,Port Macquarie,0.2906691,Good,Acceptable,0
108041166,Wauchope,10064,Oxley,0.7440631,Good,Acceptable,0
108041166,Wauchope,10068,Port Macquarie,0.2559369,Good,Acceptable,0
108051167,Gloucester,10085,Upper Hunter,1,Good,Acceptable,0
108051168,Old Bar - Manning Point - Red Head,10057,Myall Lakes,1,Good,Acceptable,0
108051169,Taree,10057,Myall Lakes,1,Good,Acceptable,0
108051170,Taree Region,10057,Myall Lakes,0.4989133,Good,Acceptable,0
108051170,Taree Region,10068,Port Macquarie,0.5010867,Good,Acceptable,0
108051171,Wingham,10057,Myall Lakes,1,Good,Acceptable,0
109011172,Albury - East,10001,Albury,1,Good,Acceptable,0
109011173,Albury - North,10001,Albury,1,Good,Acceptable,0
109011174,Albury - South,10001,Albury,1,Good,Acceptable,0
109011175,Albury Region,10001,Albury,1,Good,Acceptable,0
109011176,Lavington,10001,Albury,1,Good,Acceptable,0
109021177,Hay,10056,Murray,1,Good,Acceptable,0
109021178,Wentworth - Buronga,10056,Murray,1,Good,Acceptable,0
109021179,Wentworth-Balranald Region,10056,Murray,1,Good,Acceptable,0
109031180,Corowa,10001,Albury,1,Good,Acceptable,0
109031181,Corowa Region,10001,Albury,1,Good,Acceptable,0
109031182,Deniliquin,10056,Murray,1,Good,Acceptable,0
109031183,Deniliquin Region,10056,Murray,1,Good,Acceptable,0
109031184,Moama,10056,Murray,1,Good,Acceptable,0
109031185,Tocumwal - Finley - Jerilderie,10001,Albury,0.1302686,Good,Acceptable,0
109031185,Tocumwal - Finley - Jerilderie,10056,Murray,0.8697314,Good,Acceptable,0
110011186,Armidale,10061,Northern Tablelands,1,Good,Acceptable,0
110011187,Armidale Region - North,10061,Northern Tablelands,1,Good,Acceptable,0
110011188,Armidale Region - South,10061,Northern Tablelands,1,Good,Acceptable,0
110011189,Walcha,10081,Tamworth,1,Good,Acceptable,0
110021190,Glen Innes,10061,Northern Tablelands,1,Good,Acceptable,0
110021191,Inverell,10061,Northern Tablelands,1,Good,Acceptable,0
110021192,Inverell Region - East,10061,Northern Tablelands,1,Good,Acceptable,0
110021193,Inverell Region - West,10061,Northern Tablelands,1,Good,Acceptable,0
110021194,Tenterfield,10045,Lismore,1,Good,Acceptable,0
110031195,Moree,10061,Northern Tablelands,1,Good,Acceptable,0
110031196,Moree Region,10061,Northern Tablelands,1,Good,Acceptable,0
110031197,Narrabri,10006,Barwon,1,Good,Acceptable,0
110031198,Narrabri Region,10006,Barwon,1,Good,Acceptable,0
110041199,Gunnedah,10081,Tamworth,1,Good,Acceptable,0
110041200,Gunnedah Region,10006,Barwon,0.2674475,Good,Acceptable,0
110041200,Gunnedah Region,10081,Tamworth,0.7325525,Good,Acceptable,0
110041201,Quirindi,10081,Tamworth,0.2740472,Good,Acceptable,0
110041201,Quirindi,10085,Upper Hunter,0.7259528,Good,Acceptable,0
110041202,Tamworth - East,10081,Tamworth,1,Good,Acceptable,0
110041203,Tamworth - North,10081,Tamworth,1,Good,Acceptable,0
110041204,Tamworth - West,10081,Tamworth,1,Good,Acceptable,0
110041205,Tamworth Region,10081,Tamworth,1,Good,Acceptable,0
111011206,Belmont - Bennetts Green,10018,Charlestown,0.0164702,Acceptable,Acceptable,0
111011206,Belmont - Bennetts Green,10079,Swansea,0.9835298,Good,Acceptable,0
111011207,Belmont South - Blacksmiths,10079,Swansea,1,Good,Acceptable,0
111011208,Charlestown - Dudley,10018,Charlestown,1,Acceptable,Acceptable,0
111011209,Glendale - Cardiff - Hillsborough,10018,Charlestown,0.187187,Acceptable,Acceptable,0
111011209,Glendale - Cardiff - Hillsborough,10042,Lake Macquarie,0.3842171,Acceptable,Acceptable,0
111011209,Glendale - Cardiff - Hillsborough,10089,Wallsend,0.4285959,Acceptable,Acceptable,0
111011210,Mount Hutton - Windale,10018,Charlestown,1,Acceptable,Acceptable,0
111011211,Redhead,10018,Charlestown,0.9894013,Acceptable,Acceptable,0
111011211,Redhead,10079,Swansea,0.0105987,Good,Acceptable,0
111011212,Swansea - Caves Beach,10079,Swansea,1,Good,Acceptable,0
111011213,Valentine - Eleebana,10018,Charlestown,0.4934946,Acceptable,Acceptable,0
111011213,Valentine - Eleebana,10079,Swansea,0.5065054,Good,Acceptable,0
111011214,Warners Bay - Boolaroo,10018,Charlestown,0.498239,Acceptable,Acceptable,0
111011214,Warners Bay - Boolaroo,10042,Lake Macquarie,0.501761,Acceptable,Acceptable,0
111021215,Bolton Point - Teralba,10042,Lake Macquarie,1,Acceptable,Acceptable,0
111021216,Bonnells Bay - Silverwater,10042,Lake Macquarie,1,Acceptable,Acceptable,0
111021217,Edgeworth - Cameron Park,10017,Cessnock,1,Good,Acceptable,0
111021218,Morisset - Cooranbong,10042,Lake Macquarie,1,Acceptable,Acceptable,0
111021219,Toronto - Awaba,10042,Lake Macquarie,1,Acceptable,Acceptable,0
111021220,Wangi Wangi - Rathmines,10042,Lake Macquarie,1,Acceptable,Acceptable,0
111021220,Wangi Wangi - Rathmines,10079,Swansea,0,Good,Acceptable,1
111021221,West Wallsend - Barnsley - Killingworth,10017,Cessnock,0.8663481,Good,Acceptable,0
111021221,West Wallsend - Barnsley - Killingworth,10042,Lake Macquarie,0.1336519,Acceptable,Acceptable,0
111031222,Adamstown - Kotara,10018,Charlestown,0.9134751,Acceptable,Acceptable,0
111031222,Adamstown - Kotara,10058,Newcastle,0.0865249,Good,Acceptable,0
111031223,Beresfield - Hexham,10049,Maitland,0.3600619,Good,Acceptable,0
111031223,Beresfield - Hexham,10089,Wallsend,0.6399381,Acceptable,Acceptable,0
111031224,Hamilton - Broadmeadow,10058,Newcastle,1,Good,Acceptable,0
111031225,Lambton - New Lambton,10018,Charlestown,0.1590757,Acceptable,Acceptable,0
111031225,Lambton - New Lambton,10058,Newcastle,0.179325,Good,Acceptable,0
111031225,Lambton - New Lambton,10089,Wallsend,0.6615993,Acceptable,Acceptable,0
111031226,Maryland - Fletcher - Minmi,10089,Wallsend,1,Acceptable,Acceptable,0
111031227,Mayfield - Warabrook,10058,Newcastle,1,Good,Acceptable,0
111031228,Merewether - The Junction,10018,Charlestown,0.1142143,Acceptable,Acceptable,0
111031228,Merewether - The Junction,10058,Newcastle,0.8857857,Good,Acceptable,0
111031229,Newcastle - Cooks Hill,10058,Newcastle,1,Good,Acceptable,0
111031230,Newcastle Port - Kooragang,10058,Newcastle,1,Good,Acceptable,0
111031231,Shortland - Jesmond,10058,Newcastle,0.0264027,Good,Acceptable,0
111031231,Shortland - Jesmond,10089,Wallsend,0.9735973,Acceptable,Acceptable,0
111031232,Stockton - Fullerton Cove,10058,Newcastle,1,Good,Acceptable,0
111031233,Wallsend - Elermore Vale,10089,Wallsend,1,Acceptable,Acceptable,0
111031234,Waratah - North Lambton,10058,Newcastle,0.1665699,Good,Acceptable,0
111031234,Waratah - North Lambton,10089,Wallsend,0.8334301,Acceptable,Acceptable,0
111031235,Wickham - Carrington - Tighes Hill,10058,Newcastle,1,Good,Acceptable,0
112011236,Ballina,10003,Ballina,1,Good,Acceptable,0
112011237,Ballina Region,10003,Ballina,1,Good,Acceptable,0
112011238,Bangalow,10003,Ballina,1,Good,Acceptable,0
112011239,Brunswick Heads - Ocean Shores,10003,Ballina,1,Good,Acceptable,0
112011240,Byron Bay,10003,Ballina,1,Good,Acceptable,0
112011241,Evans Head,10019,Clarence,1,Good,Acceptable,0
112011242,Lennox Head - Skennars Head,10003,Ballina,1,Good,Acceptable,0
112011243,Mullumbimby,10003,Ballina,1,Good,Acceptable,0
112021244,Casino,10019,Clarence,1,Good,Acceptable,0
112021245,Casino Region,10019,Clarence,0.7723099,Good,Acceptable,0
112021245,Casino Region,10045,Lismore,0.2276901,Good,Acceptable,0
112021246,Goonellabah,10045,Lismore,1,Good,Acceptable,0
112021247,Kyogle,10045,Lismore,1,Good,Acceptable,0
112021248,Lismore,10045,Lismore,1,Good,Acceptable,0
112021249,Lismore Region,10003,Ballina,0.0144215,Good,Acceptable,0
112021249,Lismore Region,10045,Lismore,0.9855785,Good,Acceptable,0
112031250,Kingscliff - Fingal Head,10084,Tweed,1,Good,Acceptable,0
112031251,Murwillumbah,10045,Lismore,0.9709771,Good,Acceptable,0
112031251,Murwillumbah,10084,Tweed,0.0290229,Good,Acceptable,0
112031252,Murwillumbah Region,10045,Lismore,0.6785714,Good,Acceptable,0
112031252,Murwillumbah Region,10084,Tweed,0.3214286,Good,Acceptable,0
112031253,Pottsville,10084,Tweed,1,Good,Acceptable,0
112031254,Tweed Heads,10084,Tweed,1,Good,Acceptable,0
112031550,Banora Point,10084,Tweed,1,Good,Acceptable,0
112031551,Terranora - North Tumblegum,10084,Tweed,1,Good,Acceptable,0
112031552,Tweed Heads South,10084,Tweed,1,Good,Acceptable,0
113011256,Griffith (NSW),10056,Murray,1,Good,Acceptable,0
113011257,Griffith Region,10001,Albury,0.0187713,Good,Acceptable,0
113011257,Griffith Region,10056,Murray,0.9812287,Good,Acceptable,0
113011258,Leeton,10056,Murray,1,Good,Acceptable,0
113011259,Narrandera,10001,Albury,0.030033,Good,Acceptable,0
113011259,Narrandera,10022,Cootamundra,0.969967,Good,Acceptable,0
113021260,Tumbarumba,10001,Albury,1,Good,Acceptable,0
113021261,Tumut,10087,Wagga Wagga,1,Good,Acceptable,0
113021262,Tumut Region,10087,Wagga Wagga,1,Good,Acceptable,0
113031263,Cootamundra,10022,Cootamundra,1,Good,Acceptable,0
113031264,Gundagai,10022,Cootamundra,1,Good,Acceptable,0
113031265,Junee,10022,Cootamundra,1,Good,Acceptable,0
113031266,Temora,10022,Cootamundra,1,Good,Acceptable,0
113031267,Wagga Wagga - East,10087,Wagga Wagga,1,Good,Acceptable,0
113031268,Wagga Wagga - North,10087,Wagga Wagga,1,Good,Acceptable,0
113031269,Wagga Wagga - South,10087,Wagga Wagga,1,Good,Acceptable,0
113031270,Wagga Wagga - West,10087,Wagga Wagga,1,Good,Acceptable,0
113031271,Wagga Wagga Region,10022,Cootamundra,0.2487317,Good,Acceptable,0
113031271,Wagga Wagga Region,10087,Wagga Wagga,0.7512683,Good,Acceptable,0
114011272,Berry - Kangaroo Valley,10039,Kiama,1,Good,Acceptable,0
114011273,Callala Bay - Currarong,10076,South Coast,1,Good,Acceptable,0
114011274,Culburra Beach,10076,South Coast,1,Good,Acceptable,0
114011275,Ettrema - Sassafras - Budawang,10076,South Coast,1,Good,Acceptable,0
114011276,Huskisson - Vincentia,10076,South Coast,1,Good,Acceptable,0
114011277,North Nowra - Bomaderry,10039,Kiama,1,Good,Acceptable,0
114011278,Nowra,10039,Kiama,0.2349114,Good,Acceptable,0
114011278,Nowra,10076,South Coast,0.7650886,Good,Acceptable,0
114011279,St Georges Basin - Erowal Bay,10076,South Coast,1,Good,Acceptable,0
114011280,Sussex Inlet - Berrara,10076,South Coast,1,Good,Acceptable,0
114011281,Tomerong - Wandandian - Woollamia,10039,Kiama,0.3830039,Good,Acceptable,0
114011281,Tomerong - Wandandian - Woollamia,10076,South Coast,0.6169961,Good,Acceptable,0
114011282,Ulladulla,10076,South Coast,1,Good,Acceptable,0
114011283,Ulladulla Region,10076,South Coast,1,Good,Acceptable,0
114021284,Bowral,10091,Wollondilly,1,Good,Acceptable,0
114021285,Hill Top - Colo Vale,10091,Wollondilly,1,Good,Acceptable,0
114021286,Mittagong,10091,Wollondilly,1,Good,Acceptable,0
114021287,Moss Vale - Berrima,10031,Goulburn,1,Good,Acceptable,0
114021288,Robertson - Fitzroy Falls,10031,Goulburn,1,Good,Acceptable,0
114021289,Southern Highlands,10031,Goulburn,0.9622527,Good,Acceptable,0
114021289,Southern Highlands,10091,Wollondilly,0.0377473,Good,Acceptable,0
115011290,Baulkham Hills (East),10008,Baulkham Hills,1,Acceptable,Acceptable,0
115011291,Baulkham Hills (West) - Bella Vista,10008,Baulkham Hills,1,Acceptable,Acceptable,0
115011294,Glenhaven,10016,Castle Hill,0.94448,Acceptable,Acceptable,0
115011294,Glenhaven,10037,Hornsby,0.05552,Acceptable,Acceptable,0
115011296,West Pennant Hills,10008,Baulkham Hills,1,Acceptable,Acceptable,0
115011553,Castle Hill - Central,10008,Baulkham Hills,0.4602108,Acceptable,Acceptable,0
115011553,Castle Hill - Central,10016,Castle Hill,0.5397892,Acceptable,Acceptable,0
115011554,Castle Hill - East,10028,Epping,1,Acceptable,Acceptable,0
115011555,Castle Hill - North,10016,Castle Hill,1,Acceptable,Acceptable,0
115011556,Castle Hill - South,10008,Baulkham Hills,0.3518499,Acceptable,Acceptable,0
115011556,Castle Hill - South,10016,Castle Hill,0.6481501,Acceptable,Acceptable,0
115011557,Castle Hill - West,10016,Castle Hill,1,Acceptable,Acceptable,0
115011558,Cherrybrook,10028,Epping,1,Acceptable,Acceptable,0
115011559,Kellyville,10008,Baulkham Hills,0.24302,Acceptable,Acceptable,0
115011559,Kellyville,10016,Castle Hill,0.75698,Acceptable,Acceptable,0
115021297,Dural - Kenthurst - Wisemans Ferry,10016,Castle Hill,0.2980233,Acceptable,Acceptable,0
115021297,Dural - Kenthurst - Wisemans Ferry,10028,Epping,0.0982139,Acceptable,Acceptable,0
115021297,Dural - Kenthurst - Wisemans Ferry,10033,Hawkesbury,0.4462491,Good,Acceptable,0
115021297,Dural - Kenthurst - Wisemans Ferry,10037,Hornsby,0.1575137,Acceptable,Acceptable,0
115021298,Galston - Laughtondale,10037,Hornsby,1,Acceptable,Acceptable,0
115031299,Bilpin - Colo - St Albans,10011,Blue Mountains,0.2002978,Good,Acceptable,0
115031299,Bilpin - Colo - St Albans,10033,Hawkesbury,0.7997022,Good,Acceptable,0
115031300,Kurrajong Heights - Ebenezer,10033,Hawkesbury,1,Good,Acceptable,0
115041301,Pitt Town - McGraths Hill,10033,Hawkesbury,1,Good,Acceptable,0
115041302,Rouse Hill - Beaumont Hills,10016,Castle Hill,1,Acceptable,Acceptable,0
116011303,Blacktown (East) - Kings Park,10010,Blacktown,1,Acceptable,Acceptable,0
116011304,Blacktown (North) - Marayong,10010,Blacktown,1,Acceptable,Acceptable,0
116011306,Doonside - Woodcroft,10010,Blacktown,1,Acceptable,Acceptable,0
116011307,Lalor Park - Kings Langley,10010,Blacktown,0.2985458,Acceptable,Acceptable,0
116011307,Lalor Park - Kings Langley,10074,Seven Hills,0.7014542,Acceptable,Acceptable,0
116011308,Seven Hills - Toongabbie,10070,Prospect,0.4176192,Poor,Acceptable,0
116011308,Seven Hills - Toongabbie,10074,Seven Hills,0.5823808,Acceptable,Acceptable,0
116011560,Blacktown (South),10010,Blacktown,0.6720221,Acceptable,Acceptable,0
116011560,Blacktown (South),10070,Prospect,0.3279779,Poor,Acceptable,0
116011561,Blacktown (West),10010,Blacktown,0.8982452,Acceptable,Acceptable,0
116011561,Blacktown (West),10070,Prospect,0.1017548,Poor,Acceptable,0
116021309,Glenwood,10071,Riverstone,1,Good,Acceptable,0
116021310,Parklea - Kellyville Ridge,10071,Riverstone,1,Good,Acceptable,0
116021312,Riverstone - Marsden Park,10047,Londonderry,0.0591466,Poor,Acceptable,0
116021312,Riverstone - Marsden Park,10054,Mount Druitt,0.1119334,Acceptable,Acceptable,0
116021312,Riverstone - Marsden Park,10071,Riverstone,0.82892,Good,Acceptable,0
116021562,Acacia Gardens,10071,Riverstone,1,Good,Acceptable,0
116021563,Quakers Hill,10071,Riverstone,1,Good,Acceptable,0
116031313,Bidwill - Hebersham - Emerton,10047,Londonderry,0.1219089,Poor,Acceptable,0
116031313,Bidwill - Hebersham - Emerton,10054,Mount Druitt,0.8780911,Acceptable,Acceptable,0
116031314,Glendenning - Dean Park,10054,Mount Druitt,1,Acceptable,Acceptable,0
116031315,Hassall Grove - Plumpton,10054,Mount Druitt,1,Acceptable,Acceptable,0
116031316,Lethbridge Park - Tregear,10047,Londonderry,0.8207196,Poor,Acceptable,0
116031316,Lethbridge Park - Tregear,10054,Mount Druitt,0.1792804,Acceptable,Acceptable,0
116031317,Mount Druitt - Whalan,10047,Londonderry,0.2638791,Poor,Acceptable,0
116031317,Mount Druitt - Whalan,10054,Mount Druitt,0.7361209,Acceptable,Acceptable,0
116031318,Prospect Reservoir,10055,Mulgoa,1.06e-05,Acceptable,Acceptable,1
116031318,Prospect Reservoir,10070,Prospect,0.9999894,Poor,Acceptable,0
116031319,Rooty Hill - Minchinbury,10054,Mount Druitt,0.999195,Acceptable,Acceptable,0
116031319,Rooty Hill - Minchinbury,10070,Prospect,0.000805,Poor,Acceptable,1
117011320,Banksmeadow,10051,Maroubra,1,Good,Acceptable,0
117011321,Botany,10051,Maroubra,1,Good,Acceptable,0
117011322,Mascot - Eastlakes,10035,Heffron,1,Good,Acceptable,0
117011322,Mascot - Eastlakes,10051,Maroubra,0,Good,Acceptable,1
117011323,Pagewood - Hillsdale - Daceyville,10051,Maroubra,1,Good,Acceptable,0
117011324,Port Botany Industrial,10051,Maroubra,1,Good,Acceptable,0
117011325,Sydney Airport,10035,Heffron,1,Good,Acceptable,0
117021326,Marrickville,10059,Newtown,0.1297566,Acceptable,Acceptable,0
117021326,Marrickville,10078,Summer Hill,0.8702434,Acceptable,Acceptable,0
117021327,Petersham - Stanmore,10059,Newtown,0.9070319,Acceptable,Acceptable,0
117021327,Petersham - Stanmore,10078,Summer Hill,0.0929681,Acceptable,Acceptable,0
117021328,Sydenham - Tempe - St Peters,10035,Heffron,1,Good,Acceptable,0
117031329,Darlinghurst,10080,Sydney,1,Acceptable,Acceptable,0
117031330,Erskineville - Alexandria,10035,Heffron,0.7543201,Good,Acceptable,0
117031330,Erskineville - Alexandria,10059,Newtown,0.2456799,Acceptable,Acceptable,0
117031331,Glebe - Forest Lodge,10004,Balmain,1,Good,Acceptable,0
117031332,Newtown - Camperdown - Darlington,10059,Newtown,1,Acceptable,Acceptable,0
117031333,Potts Point - Woolloomooloo,10080,Sydney,1,Acceptable,Acceptable,0
117031334,Pyrmont - Ultimo,10004,Balmain,0.3274406,Good,Acceptable,0
117031334,Pyrmont - Ultimo,10080,Sydney,0.6725594,Acceptable,Acceptable,0
117031335,Redfern - Chippendale,10059,Newtown,1,Acceptable,Acceptable,0
117031336,Surry Hills,10059,Newtown,0.5354058,Acceptable,Acceptable,0
117031336,Surry Hills,10080,Sydney,0.4645942,Acceptable,Acceptable,0
117031337,Sydney - Haymarket - The Rocks,10080,Sydney,1,Acceptable,Acceptable,0
117031338,Waterloo - Beaconsfield,10035,Heffron,0.9525509,Good,Acceptable,0
117031338,Waterloo - Beaconsfield,10059,Newtown,0.0474491,Acceptable,Acceptable,0
118011339,Bondi - Tamarama - Bronte,10021,Coogee,0.6818107,Good,Acceptable,0
118011339,Bondi - Tamarama - Bronte,10086,Vaucluse,0.3181893,Acceptable,Acceptable,0
118011340,Bondi Beach - North Bondi,10086,Vaucluse,1,Acceptable,Acceptable,0
118011341,Bondi Junction - Waverly,10021,Coogee,0.9045193,Good,Acceptable,0
118011341,Bondi Junction - Waverly,10086,Vaucluse,0.0954807,Acceptable,Acceptable,0
118011342,Centennial Park,10035,Heffron,1,Good,Acceptable,0
118011343,Double Bay - Bellevue Hill,10080,Sydney,0.0591177,Acceptable,Acceptable,0
118011343,Double Bay - Bellevue Hill,10086,Vaucluse,0.9408823,Acceptable,Acceptable,0
118011344,Dover Heights,10086,Vaucluse,1,Acceptable,Acceptable,0
118011345,Paddington - Moore Park,10035,Heffron,0.1590505,Good,Acceptable,0
118011345,Paddington - Moore Park,10080,Sydney,0.8409495,Acceptable,Acceptable,0
118011346,Rose Bay - Vaucluse - Watsons Bay,10086,Vaucluse,1,Acceptable,Acceptable,0
118011347,Woollahra,10080,Sydney,0.281091,Acceptable,Acceptable,0
118011347,Woollahra,10086,Vaucluse,0.718909,Acceptable,Acceptable,0
118021348,Coogee - Clovelly,10021,Coogee,1,Good,Acceptable,0
118021350,Malabar - La Perouse - Chifley,10051,Maroubra,1,Good,Acceptable,0
118021564,Kensington (NSW),10035,Heffron,1,Good,Acceptable,0
118021565,Kingsford,10035,Heffron,0.6937456,Good,Acceptable,0
118021565,Kingsford,10051,Maroubra,0.3062544,Good,Acceptable,0
118021566,Maroubra - North,10051,Maroubra,1,Good,Acceptable,0
118021567,Maroubra - South,10051,Maroubra,1,Good,Acceptable,0
