LOCALITY_NAME_NOV2019,LOCALITY_PID_NOV2019,CED_CODE_2018,CED_NAME_2018,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
SWEERS ISLAND,QLD3332,317,Kennedy,1,Good,Good,0
SWEETMANS CREEK,NSW3747,121,Hunter,1,Good,Good,0
SWIFTS CREEK,VIC2416,216,Gippsland,1,Good,Good,0
SYDENHAM,NSW3748,117,Grayndler,1,Acceptable,Good,0
SYDENHAM,VIC2417,214,Fraser,1,Good,Good,0
SYDNEY,NSW3749,142,Sydney,1,Good,Good,0
SYDNEY OLYMPIC PARK,NSW5045,137,Reid,1,Good,Good,0
SYLVANIA,NSW3750,109,Cook,1,Good,Good,0
SYLVANIA WATERS,NSW3751,109,Cook,1,Good,Good,0
SYLVATERRE,VIC2418,229,Mallee,1,Good,Good,0
SYMONSTON,ACT803,801,Bean,0.602518,Good,Good,0
SYMONSTON,ACT803,802,Canberra,0.397482,Good,Good,0
SYNDICATE,QLD2780,318,Leichhardt,1,Good,Good,0
TAABINGA,QLD2781,321,Maranoa,1,Good,Good,0
TABBERABBERA,VIC2419,216,Gippsland,1,Good,Good,0
TABBIL CREEK,NSW3752,124,Lyne,1,Good,Good,0
TABBIMOBLE,NSW3753,133,Page,1,Good,Good,0
TABBITA,NSW3754,114,Farrer,1,Good,Good,0
TABILK,VIC2420,235,Nicholls,1,Good,Good,0
TABLE CAPE,TAS658,602,Braddon,1,Good,Good,0
TABLE TOP,NSW3755,114,Farrer,1,Good,Good,0
TABLEDERRY,QLD2782,321,Maranoa,1,Good,Good,0
TABLELANDS,NT250,701,Lingiari,1,Good,Good,0
TABLELANDS,QLD2783,329,Wide Bay,1,Good,Good,0
TABLELANDS,QLD2784,311,Flynn,1,Good,Good,0
TABOOBA,QLD2785,330,Wright,1,Good,Good,0
TABOR,VIC2421,237,Wannon,1,Good,Good,0
TABRAGALBA,QLD2786,330,Wright,1,Good,Good,0
TABULAM,NSW3756,130,New England,0.7012986,Good,Good,0
TABULAM,NSW3756,133,Page,0.2987014,Good,Good,0
TACOMA,NSW3757,112,Dobell,1,Good,Good,0
TACOMA SOUTH,NSW3758,112,Dobell,1,Good,Good,0
TAGGERTY,VIC2422,222,Indi,1,Good,Good,0
TAHARA,VIC2423,237,Wannon,1,Good,Good,0
TAHARA BRIDGE,VIC2424,237,Wannon,1,Good,Good,0
TAHARA WEST,VIC2425,237,Wannon,1,Good,Good,0
TAHLEE,NSW3759,124,Lyne,1,Good,Good,0
TAHMOOR,NSW3760,120,Hume,1,Good,Good,0
TAIGUM,QLD2787,319,Lilley,1,Good,Good,0
TAIGUM,QLD2787,326,Petrie,0,Good,Good,1
TAILEM BEND,SA1350,402,Barker,1,Good,Good,0
TAKALARUP,WA1877,511,O'Connor,1,Good,Good,0
TAKILBERAN,QLD2788,311,Flynn,1,Good,Good,0
TAKONE,TAS659,602,Braddon,1,Good,Good,0
TAKURA,QLD2789,316,Hinkler,1,Good,Good,0
TALANDJI,WA1827,506,Durack,1,Good,Good,0
TALARM,NSW3761,110,Cowper,1,Good,Good,0
TALAROO,QLD2790,317,Kennedy,1,Good,Good,0
TALAWA,TAS660,601,Bass,1,Good,Good,0
TALAWANTA,NSW3762,134,Parkes,1,Good,Good,0
TALBINGO,NSW3763,113,Eden-Monaro,1,Good,Good,0
TALBOT,VIC2426,229,Mallee,1,Good,Good,0
TALBOT,WA2229,512,Pearce,1,Good,Good,0
TALBOT WEST,WA2222,512,Pearce,1,Good,Good,0
TALDORA,QLD2791,317,Kennedy,1,Good,Good,0
TALDRA,SA1351,402,Barker,1,Good,Good,0
TALEGALLA WEIR,QLD2792,329,Wide Bay,1,Good,Good,0
TALGAI,QLD2793,321,Maranoa,1,Good,Good,0
TALGARNO,VIC2427,222,Indi,1,Good,Good,0
TALGOMINE,WA2331,506,Durack,1,Good,Good,0
TALIA,SA1352,404,Grey,1,Good,Good,0
TALISKER,WA1817,506,Durack,1,Good,Good,0
TALLAI,QLD2794,330,Wright,1,Good,Good,0
TALLANDOON,VIC2946,222,Indi,1,Good,Good,0
TALLANGATTA,VIC2428,222,Indi,1,Good,Good,0
TALLANGATTA EAST,VIC2429,222,Indi,1,Good,Good,0
TALLANGATTA SOUTH,VIC2947,222,Indi,1,Good,Good,0
TALLANGATTA VALLEY,VIC2430,222,Indi,1,Good,Good,0
TALLAROOK,VIC2431,235,Nicholls,1,Good,Good,0
TALLAWANG,NSW3764,107,Calare,1,Good,Good,0
TALLEBUDGERA,QLD2795,322,McPherson,1,Good,Good,0
TALLEBUDGERA VALLEY,QLD2796,322,McPherson,1,Good,Good,0
TALLEGALLA,QLD2797,301,Blair,1,Good,Good,0
TALLIMBA,NSW3765,139,Riverina,1,Good,Good,0
TALLONG,NSW3766,120,Hume,1,Good,Good,0
TALLOWAL,NSW3767,116,Gilmore,1,Good,Good,0
TALLOWWOOD RIDGE,NSW3768,110,Cowper,1,Good,Good,0
TALLWOOD,NSW3769,107,Calare,1,Good,Good,0
TALLWOODS VILLAGE,NSW3770,124,Lyne,1,Good,Good,0
TALLYGAROOPNA,VIC2432,235,Nicholls,1,Good,Good,0
TALMALMO,NSW3771,114,Farrer,1,Good,Good,0
TALOFA,NSW3772,138,Richmond,1,Good,Good,0
TALOUMBI,NSW3773,133,Page,1,Good,Good,0
TAM O'SHANTER,QLD2798,317,Kennedy,1,Good,Good,0
TAMALA,WA1815,506,Durack,1,Good,Good,0
TAMALA PARK,WA3196,512,Pearce,1,Good,Good,0
TAMARAMA,NSW3774,145,Wentworth,1,Good,Good,0
TAMAREE,QLD2799,329,Wide Bay,1,Good,Good,0
TAMBAN,NSW3775,110,Cowper,1,Good,Good,0
TAMBAR SPRINGS,NSW3776,130,New England,0.0533334,Good,Good,0
TAMBAR SPRINGS,NSW3776,134,Parkes,0.9466666,Good,Good,0
TAMBAROORA,NSW3777,107,Calare,1,Good,Good,0
TAMBELLUP,WA3212,511,O'Connor,1,Good,Good,0
TAMBO,QLD2800,321,Maranoa,1,Good,Good,0
TAMBO CROSSING,VIC2433,216,Gippsland,1,Good,Good,0
TAMBO UPPER,VIC2434,216,Gippsland,1,Good,Good,0
TAMBOON,VIC2435,216,Gippsland,1,Good,Good,0
TAMBORINE,QLD2801,330,Wright,1,Good,Good,0
TAMBORINE MOUNTAIN,QLD2802,330,Wright,1,Good,Good,0
TAMBORITHA,VIC2436,216,Gippsland,1,Good,Good,0
TAMINDA,NSW3778,130,New England,1,Good,Good,0
TAMINICK,VIC2437,222,Indi,1,Good,Good,0
TAMLEUGH,VIC2438,235,Nicholls,1,Good,Good,0
TAMLEUGH NORTH,VIC2439,235,Nicholls,1,Good,Good,0
TAMMIN,WA3363,506,Durack,1,Good,Good,0
TAMPU,WA2393,506,Durack,1,Good,Good,0
TAMROOKUM,QLD2803,330,Wright,1,Good,Good,0
TAMROOKUM CREEK,QLD2804,330,Wright,1,Good,Good,0
TAMWORTH,NSW3779,130,New England,1,Good,Good,0
TANAH MERAH,QLD2805,312,Forde,1,Good,Good,0
TANAMI,NT251,701,Lingiari,1,Good,Good,0
TANAMI,WA1764,506,Durack,1,Good,Good,0
TANAMI EAST,NT252,701,Lingiari,1,Good,Good,0
TANAWHA,QLD2806,309,Fairfax,0.7810093,Good,Good,0
TANAWHA,QLD2806,310,Fisher,0.2189907,Good,Good,0
TANBAR,QLD2807,321,Maranoa,1,Good,Good,0
TANBY,QLD3327,305,Capricornia,1,Good,Good,0
TANDAROOK,VIC2440,237,Wannon,1,Good,Good,0
TANDARRA,VIC2441,229,Mallee,1,Good,Good,0
TANDEGIN,WA1917,506,Durack,1,Good,Good,0
TANDORA,QLD2809,316,Hinkler,1,Good,Good,0
TANDUR,QLD2810,329,Wide Bay,1,Good,Good,0
TANGAMBALANGA,VIC2442,222,Indi,1,Good,Good,0
TANGLEWOOD,NSW3780,138,Richmond,1,Good,Good,0
TANGORIN,QLD2811,317,Kennedy,1,Good,Good,0
TANILBA BAY,NSW3781,136,Paterson,1,Good,Good,0
TANJA,NSW3782,113,Eden-Monaro,1,Good,Good,0
TANJIL,VIC2443,234,Monash,1,Good,Good,0
TANJIL BREN,VIC2444,234,Monash,1,Good,Good,0
TANJIL SOUTH,VIC2445,234,Monash,1,Good,Good,0
TANNABAR,NSW3783,134,Parkes,1,Good,Good,0
TANNAS MOUNT,NSW3784,107,Calare,1,Good,Good,0
TANNUM SANDS,QLD2812,311,Flynn,1,Good,Good,0
TANNYMOREL,QLD2813,321,Maranoa,1,Good,Good,0
TANSEY,QLD2814,329,Wide Bay,1,Good,Good,0
TANTANGARA,NSW3785,113,Eden-Monaro,1,Good,Good,0
TANTANOOLA,SA1353,402,Barker,1,Good,Good,0
TANTARABOO,VIC2446,231,McEwen,1,Good,Good,0
TANTAWANGALO,NSW3786,113,Eden-Monaro,1,Good,Good,0
TANTONAN,NSW3787,114,Farrer,1,Good,Good,0
TANUNDA,SA1354,402,Barker,1,Good,Good,0
TANWOOD,VIC2447,229,Mallee,1,Good,Good,0
TANYBRYN,VIC2448,209,Corangamite,1,Good,Good,0
TAPEROO,SA1355,405,Hindmarsh,1,Good,Good,0
TAPITALLEE,NSW3788,116,Gilmore,1,Good,Good,0
TAPLAN,SA1356,402,Barker,1,Good,Good,0
TAPPING,WA3206,504,Cowan,1,Good,Good,0
TARA,NSW3789,139,Riverina,1,Good,Good,0
TARA,NT253,701,Lingiari,1,Good,Good,0
TARA,QLD2815,321,Maranoa,1,Good,Good,0
TARA STATION,QLD2816,321,Maranoa,1,Good,Good,0
TARADALE,NSW3790,113,Eden-Monaro,1,Good,Good,0
TARADALE,VIC2449,202,Ballarat,0.0086768,Good,Good,1
TARADALE,VIC2449,203,Bendigo,0.9913232,Good,Good,0
TARAGO,NSW3791,120,Hume,1,Good,Good,0
TARAGOOLA,QLD2817,311,Flynn,1,Good,Good,0
TARALGA,NSW3792,120,Hume,1,Good,Good,0
TARAMPA,QLD2818,301,Blair,1,Good,Good,0
TARANA,NSW3793,107,Calare,1,Good,Good,0
TARANGANBA,QLD2819,305,Capricornia,1,Good,Good,0
TARANNA,TAS661,605,Lyons,1,Good,Good,0
TARATAP,SA1357,402,Barker,1,Good,Good,0
TARAWERA,QLD2820,321,Maranoa,1,Good,Good,0
TARBAN,NSW3794,130,New England,1,Good,Good,0
TARBUCK BAY,NSW3795,124,Lyne,1,Good,Good,0
TARCOMBE,VIC2450,235,Nicholls,1,Good,Good,0
TARCOOLA,SA1358,404,Grey,1,Good,Good,0
TARCOOLA BEACH,WA3245,506,Durack,1,Good,Good,0
TARCOWIE,SA1359,404,Grey,1,Good,Good,0
TARCUTTA,NSW3796,139,Riverina,1,Good,Good,0
TARDUN,WA1977,506,Durack,1,Good,Good,0
TAREE,NSW3797,124,Lyne,1,Good,Good,0
TAREE SOUTH,NSW3798,124,Lyne,1,Good,Good,0
TAREN POINT,NSW3799,109,Cook,1,Good,Good,0
TARGA,TAS662,601,Bass,1,Good,Good,0
TARGINNIE,QLD3372,311,Flynn,1,Good,Good,0
TARILTA,VIC2451,202,Ballarat,0.1666666,Good,Good,0
TARILTA,VIC2451,203,Bendigo,0.8333334,Good,Good,0
TARIN ROCK,WA2196,511,O'Connor,1,Good,Good,0
TARINGA,QLD2822,328,Ryan,1,Good,Good,0
TARLEE,SA1360,404,Grey,1,Good,Good,0
TARLETON,TAS663,602,Braddon,1,Good,Good,0
TARLO,NSW3800,120,Hume,1,Good,Good,0
TARNAGULLA,VIC2452,229,Mallee,1,Good,Good,0
TARNEIT,VIC2453,227,Lalor,1,Good,Good,0
TARNMA,SA1361,404,Grey,1,Good,Good,0
TARNOOK,VIC2454,222,Indi,1,Good,Good,0
TAROME,QLD2823,330,Wright,1,Good,Good,0
TAROMEO,QLD2824,321,Maranoa,1,Good,Good,0
TARONG,QLD2825,321,Maranoa,1,Good,Good,0
TAROOM,QLD2826,311,Flynn,1,Good,Good,0
TAROOMBALL,QLD2827,305,Capricornia,1,Good,Good,0
TAROON,VIC2455,237,Wannon,1,Good,Good,0
TAROONA,TAS664,603,Clark,1,Good,Good,0
TARPEENA,SA1362,402,Barker,1,Good,Good,0
TARRA VALLEY,VIC2456,216,Gippsland,1,Good,Good,0
TARRAGANDA,NSW3801,113,Eden-Monaro,1,Good,Good,0
TARRAGINDI,QLD2828,324,Moreton,1,Good,Good,0
TARRALEAH,TAS665,605,Lyons,1,Good,Good,0
TARRAMBA,QLD2829,311,Flynn,1,Good,Good,0
TARRANYURK,VIC2457,229,Mallee,1,Good,Good,0
TARRAVILLE,VIC2458,216,Gippsland,1,Good,Good,0
TARRAWANNA,NSW3802,111,Cunningham,1,Good,Good,0
TARRAWARRA,VIC2459,206,Casey,1,Good,Good,0
TARRAWINGEE,VIC2460,222,Indi,1,Good,Good,0
TARRAYOUKYAN,VIC2461,237,Wannon,1,Good,Good,0
TARRENGOWER,VIC2462,203,Bendigo,1,Good,Good,0
TARRENLEA,VIC2463,237,Wannon,1,Good,Good,0
TARRIARO,NSW3803,134,Parkes,1,Good,Good,0
TARRINGTON,VIC2464,237,Wannon,1,Good,Good,0
TARRO,NSW3804,131,Newcastle,0,Good,Good,1
TARRO,NSW3804,136,Paterson,1,Good,Good,0
TARRONE,VIC2465,237,Wannon,1,Good,Good,0
TARWIN,VIC2466,234,Monash,1,Good,Good,0
TARWIN LOWER,VIC2467,234,Monash,1,Good,Good,0
TARZALI,QLD2830,317,Kennedy,1,Good,Good,0
TASCOTT,NSW3805,140,Robertson,1,Good,Good,0
TATACHILLA,SA1363,408,Mayo,1,Good,Good,0
TATHAM,NSW3806,133,Page,1,Good,Good,0
TATHRA,NSW3807,113,Eden-Monaro,1,Good,Good,0
TATONG,VIC2468,222,Indi,1,Good,Good,0
TATTON,NSW3808,139,Riverina,1,Good,Good,0
TATURA,VIC2469,235,Nicholls,1,Good,Good,0
TATURA EAST,VIC2470,235,Nicholls,1,Good,Good,0
TATYOON,VIC2471,237,Wannon,1,Good,Good,0
TAUNTON,QLD2831,311,Flynn,1,Good,Good,0
TAUNTON,SA1364,402,Barker,1,Good,Good,0
TAWONGA,VIC2472,222,Indi,1,Good,Good,0
TAWONGA SOUTH,VIC2473,222,Indi,1,Good,Good,0
TAYENE,TAS666,601,Bass,1,Good,Good,0
TAYLOR,ACT934,803,Fenner,1,Good,Good,0
TAYLOR BAY,VIC2474,222,Indi,1,Good,Good,0
TAYLORS ARM,NSW3809,110,Cowper,1,Good,Good,0
TAYLORS BEACH,NSW3810,136,Paterson,1,Good,Good,0
TAYLORS BEACH,QLD2832,317,Kennedy,1,Good,Good,0
TAYLORS FLAT,NSW3811,120,Hume,1,Good,Good,0
TAYLORS HILL,VIC2475,218,Gorton,1,Good,Good,0
TAYLORS LAKES,VIC2476,214,Fraser,1,Good,Good,0
TAYLORVILLE,SA1365,402,Barker,1,Good,Good,0
TAYLORVILLE STATION,SA210006125,404,Grey,1,Good,Good,0
TE KOWAI,QLD2833,305,Capricornia,1,Good,Good,0
TEA GARDENS,NSW3812,124,Lyne,1,Good,Good,0
TEA TREE,TAS667,605,Lyons,1,Good,Good,0
TEA TREE GULLY,SA1366,407,Makin,1,Good,Good,0
TEAL FLAT,SA1367,402,Barker,1,Good,Good,0
TEAL POINT,VIC2477,229,Mallee,1,Good,Good,0
TECOMA,VIC2478,206,Casey,1,Good,Good,0
TEDDINGTON,QLD2834,329,Wide Bay,1,Good,Good,0
TEDDYWADDY,VIC2479,229,Mallee,1,Good,Good,0
TEDDYWADDY WEST,VIC2480,229,Mallee,1,Good,Good,0
TEEBAR,QLD2835,329,Wide Bay,1,Good,Good,0
TEELAH,QLD2836,321,Maranoa,1,Good,Good,0
TEELBA,QLD2837,321,Maranoa,1,Good,Good,0
TEESDALE,VIC2481,209,Corangamite,1,Good,Good,0
TEESDALE,WA2902,503,Canning,1,Good,Good,0
TELANGATUK EAST,VIC2482,229,Mallee,1,Good,Good,0
TELARAH,NSW3813,136,Paterson,1,Good,Good,0
TELEGRAPH POINT,NSW3814,110,Cowper,1,Good,Good,0
TELFER,WA1719,506,Durack,1,Good,Good,0
TELFORD,VIC2483,235,Nicholls,1,Good,Good,0
TELINA,QLD2838,311,Flynn,1,Good,Good,0
TELITA,TAS668,601,Bass,1,Good,Good,0
TELLEBANG,QLD2839,311,Flynn,1,Good,Good,0
TELOPEA,NSW3815,135,Parramatta,1,Acceptable,Good,0
TELOPEA DOWNS,VIC2484,229,Mallee,1,Good,Good,0
TELOWIE,SA1368,404,Grey,1,Good,Good,0
TEMAGOG,NSW3816,110,Cowper,1,Good,Good,0
TEMMA,TAS669,602,Braddon,1,Good,Good,0
TEMORA,NSW3817,139,Riverina,1,Good,Good,0
TEMPE,NSW3818,102,Barton,1,Acceptable,Good,0
TEMPLERS,SA1369,404,Grey,1,Good,Good,0
TEMPLESTOWE,VIC2485,233,Menzies,1,Good,Good,0
TEMPLESTOWE LOWER,VIC2486,233,Menzies,1,Good,Good,0
TEMPLIN,QLD2840,330,Wright,1,Good,Good,0
TEMPY,VIC2487,229,Mallee,1,Good,Good,0
TEN MILE HOLLOW,NSW3819,127,Macquarie,0.3333333,Good,Good,0
TEN MILE HOLLOW,NSW3819,140,Robertson,0.6666667,Good,Good,0
TENAMBIT,NSW3820,136,Paterson,1,Good,Good,0
TENANDRA,NSW3821,134,Parkes,1,Good,Good,0
TENBY POINT,VIC2488,234,Monash,1,Good,Good,0
TENERIFFE,QLD3357,304,Brisbane,1,Good,Good,0
TENINDEWA,WA2376,506,Durack,1,Good,Good,0
TENNANT CREEK,NT254,701,Lingiari,1,Good,Good,0
TENNYSON,NSW3822,127,Macquarie,1,Good,Good,0
TENNYSON,QLD2841,324,Moreton,1,Good,Good,0
TENNYSON,SA1370,405,Hindmarsh,1,Good,Good,0
TENNYSON,VIC2489,235,Nicholls,1,Good,Good,0
TENNYSON POINT,NSW3823,103,Bennelong,1,Good,Good,0
TENTERDEN,NSW3824,130,New England,1,Good,Good,0
TENTERDEN,WA1868,511,O'Connor,1,Good,Good,0
TENTERFIELD,NSW3825,130,New England,1,Good,Good,0
TEPCO STATION,SA210006252,404,Grey,1,Good,Good,0
TEPKO,SA1371,402,Barker,1,Good,Good,0
TERALBA,NSW3826,121,Hunter,1,Good,Good,0
TERANG,VIC2490,237,Wannon,1,Good,Good,0
TERANIA CREEK,NSW3827,133,Page,1,Good,Good,0
TERARA,NSW3828,116,Gilmore,1,Good,Good,0
TERIDGERIE,NSW3829,134,Parkes,1,Good,Good,0
TERINGIE,SA1372,408,Mayo,0.5576475,Good,Good,0
TERINGIE,SA1372,410,Sturt,0.4423525,Good,Good,0
TERIP TERIP,VIC2491,222,Indi,1,Good,Good,0
TERMEIL,NSW3830,116,Gilmore,1,Good,Good,0
TEROWIE,SA1373,404,Grey,1,Good,Good,0
TERRABELLA,NSW3831,134,Parkes,1,Good,Good,0
TERRACE CREEK,NSW3832,133,Page,1,Good,Good,0
TERRAGON,NSW3833,138,Richmond,1,Good,Good,0
TERRAMUNGAMINE,NSW3834,134,Parkes,1,Good,Good,0
TERRANORA,NSW3835,138,Richmond,1,Good,Good,0
TERRAPPEE,VIC2492,229,Mallee,1,Good,Good,0
TERREEL,NSW3836,124,Lyne,1,Good,Good,0
TERREY HILLS,NSW3837,126,Mackellar,1,Good,Good,0
TERRICA,QLD2842,321,Maranoa,1,Good,Good,0
TERRICK TERRICK,VIC2493,229,Mallee,1,Good,Good,0
TERRICK TERRICK EAST,VIC2494,235,Nicholls,1,Good,Good,0
TERRIGAL,NSW3838,112,Dobell,0.0018553,Good,Good,1
TERRIGAL,NSW3838,140,Robertson,0.9981447,Good,Good,0
TERRY HIE HIE,NSW3839,134,Parkes,1,Good,Good,0
TESBURY,VIC2495,237,Wannon,1,Good,Good,0
TETOORA ROAD,VIC2496,234,Monash,1,Good,Good,0
TEVEN,NSW3840,138,Richmond,1,Good,Good,0
TEVIOTVILLE,QLD2843,330,Wright,1,Good,Good,0
TEWANTIN,QLD2844,329,Wide Bay,1,Good,Good,0
TEWINGA,NSW3841,110,Cowper,1,Good,Good,0
TEWKESBURY,TAS670,602,Braddon,1,Good,Good,0
TEXAS,NSW3842,130,New England,1,Good,Good,0
TEXAS,QLD2845,321,Maranoa,1,Good,Good,0
THABEBAN,QLD2846,316,Hinkler,1,Good,Good,0
THAGOONA,QLD2847,301,Blair,1,Good,Good,0
THALGARRAH,NSW3843,130,New England,1,Good,Good,0
THALIA,VIC2497,229,Mallee,1,Good,Good,0
THALLON,QLD2848,321,Maranoa,1,Good,Good,0
THALLOO,VIC2498,234,Monash,1,Good,Good,0
THAMARRURR,NT255,701,Lingiari,1,Good,Good,0
THANE,QLD2849,321,Maranoa,1,Good,Good,0
THANES CREEK,QLD2850,321,Maranoa,1,Good,Good,0
THANGOOL,QLD2851,311,Flynn,1,Good,Good,0
THARBOGANG,NSW3844,114,Farrer,1,Good,Good,0
THARGOMINDAH,QLD2852,321,Maranoa,1,Good,Good,0
THARWA,ACT659,801,Bean,1,Good,Good,0
THE ANGLE,NSW3845,113,Eden-Monaro,1,Good,Good,0
THE BASIN,NSW3846,130,New England,1,Good,Good,0
THE BASIN,VIC2499,201,Aston,1,Good,Good,0
THE BIGHT,NSW3847,124,Lyne,1,Good,Good,0
THE BLUFF,QLD2853,321,Maranoa,1,Good,Good,0
THE BLUFF,QLD2854,301,Blair,1,Good,Good,0
THE BRANCH,NSW3848,124,Lyne,1,Good,Good,0
THE BROTHERS,NSW3849,113,Eden-Monaro,1,Good,Good,0
THE CAVES,QLD2856,305,Capricornia,1,Good,Good,0
THE CHANNON,NSW3850,133,Page,1,Good,Good,0
THE COMMON,QLD2857,305,Capricornia,1,Good,Good,0
THE COVE,VIC2500,237,Wannon,1,Good,Good,0
THE DAWN,QLD2858,329,Wide Bay,1,Good,Good,0
THE DEVILS WILDERNESS,NSW3851,127,Macquarie,1,Good,Good,0
THE DIMONDS,QLD2859,329,Wide Bay,1,Good,Good,0
THE ENTRANCE,NSW3852,112,Dobell,1,Good,Good,0
THE ENTRANCE NORTH,NSW3853,112,Dobell,1,Good,Good,0
THE FALLS,QLD2860,321,Maranoa,1,Good,Good,0
THE FRESHWATER,NSW3854,133,Page,1,Good,Good,0
THE GAP,NSW3855,133,Page,1,Good,Good,0
THE GAP,NSW3856,139,Riverina,1,Good,Good,0
THE GAP,NT256,701,Lingiari,1,Good,Good,0
THE GAP,QLD2861,328,Ryan,1,Good,Good,0
THE GAP,QLD2862,317,Kennedy,1,Good,Good,0
THE GAP,SA1374,402,Barker,1,Good,Good,0
THE GARDENS,NT257,702,Solomon,1,Good,Good,0
THE GARDENS,TAS671,605,Lyons,1,Good,Good,0
THE GEMFIELDS,QLD2863,311,Flynn,1,Good,Good,0
THE GLEN,NSW3857,133,Page,1,Good,Good,0
THE GLEN,QLD2864,321,Maranoa,1,Good,Good,0
THE GULF,NSW3858,130,New England,0.5,Good,Good,0
THE GULF,NSW3858,133,Page,0.5,Good,Good,0
THE GUMS,QLD2865,321,Maranoa,1,Good,Good,0
THE GURDIES,VIC2501,234,Monash,1,Good,Good,0
THE HATCH,NSW3859,110,Cowper,1,Good,Good,0
THE HEAD,QLD2866,321,Maranoa,1,Good,Good,0
THE HEART,VIC2502,216,Gippsland,1,Good,Good,0
THE HERMITAGE,QLD2867,321,Maranoa,1,Good,Good,0
THE HILL,NSW3860,131,Newcastle,1,Good,Good,0
THE HONEYSUCKLES,VIC2503,216,Gippsland,1,Good,Good,0
THE JUNCTION,NSW3861,131,Newcastle,1,Good,Good,0
THE KEPPELS,QLD2868,305,Capricornia,1,Good,Good,0
THE LAGOON,NSW3862,107,Calare,1,Good,Good,0
THE LAKES,WA2628,509,Hasluck,1,Good,Good,0
THE LEAP,QLD2869,306,Dawson,1,Good,Good,0
THE LIMITS,QLD2870,311,Flynn,1,Good,Good,0
THE MARRA,NSW3863,134,Parkes,1,Good,Good,0
THE MEADOWS,NSW3864,107,Calare,1,Good,Good,0
THE MINE,QLD2871,311,Flynn,1,Good,Good,0
THE NARROWS,NT258,702,Solomon,1,Good,Good,0
THE NARROWS,QLD2872,311,Flynn,1,Good,Good,0
THE OAKS,NSW3865,120,Hume,1,Good,Good,0
THE PALMS,QLD2873,329,Wide Bay,1,Good,Good,0
THE PATCH,VIC2504,206,Casey,1,Good,Good,0
THE PERCY GROUP,QLD2874,305,Capricornia,1,Good,Good,0
THE PILLIGA,NSW3866,134,Parkes,1,Good,Good,0
THE PINES,QLD2875,321,Maranoa,1,Good,Good,0
THE PINES,SA1375,404,Grey,1,Good,Good,0
THE PINNACLES,NSW3868,133,Page,1,Good,Good,0
THE PLAINS,WA2807,507,Forrest,1,Good,Good,0
THE POCKET,NSW3869,138,Richmond,1,Good,Good,0
THE PONDS,NSW3870,118,Greenway,1,Acceptable,Good,0
THE RANGE,QLD2876,305,Capricornia,1,Good,Good,0
THE RANGE,SA1376,408,Mayo,1,Good,Good,0
THE RIDGEWAY,NSW3871,113,Eden-Monaro,1,Good,Good,0
THE RISK,NSW3872,133,Page,1,Good,Good,0
THE ROCK,NSW3873,139,Riverina,1,Good,Good,0
THE ROCKS,NSW3874,107,Calare,1,Good,Good,0
THE ROCKS,NSW3875,142,Sydney,1,Good,Good,0
THE SANDON,NSW3876,133,Page,1,Good,Good,0
THE SISTERS,VIC2505,237,Wannon,1,Good,Good,0
THE SLOPES,NSW3878,127,Macquarie,1,Good,Good,0
THE SPECTACLES,WA3074,501,Brand,1,Good,Good,0
THE SUMMIT,QLD2877,321,Maranoa,1,Good,Good,0
THE VINES,WA3239,512,Pearce,1,Good,Good,0
THE WHITEMAN,NSW3880,133,Page,1,Good,Good,0
THEBARTON,SA1377,401,Adelaide,1,Good,Good,0
THEEBINE,QLD2881,329,Wide Bay,1,Good,Good,0
THEODORE,ACT610,801,Bean,1,Good,Good,0
THEODORE,QLD2882,311,Flynn,1,Good,Good,0
THERESA CREEK,NSW3881,133,Page,1,Good,Good,0
THERESA CREEK,QLD2883,311,Flynn,1,Good,Good,0
THERESA PARK,NSW3882,120,Hume,1,Good,Good,0
THEVENARD,SA1378,404,Grey,1,Good,Good,0
THINOOMBA,QLD2884,329,Wide Bay,1,Good,Good,0
THIRLDENE,NSW3884,130,New England,1,Good,Good,0
THIRLMERE,NSW3883,120,Hume,1,Good,Good,0
THIRLSTANE,TAS672,602,Braddon,1,Good,Good,0
THIRROUL,NSW3885,111,Cunningham,1,Good,Good,0
THOLOGOLONG,VIC2506,222,Indi,1,Good,Good,0
THOMAS PLAIN,SA1379,404,Grey,1,Good,Good,0
THOMASTOWN,VIC2507,236,Scullin,1,Good,Good,0
THOMPSON BEACH,SA1380,404,Grey,1,Good,Good,0
THOMPSON POINT,QLD2885,305,Capricornia,1,Good,Good,0
THOMSON,VIC2985,210,Corio,1,Good,Good,0
THOMSON,VIC2986,234,Monash,1,Good,Good,0
THOMSON BROOK,WA2555,507,Forrest,1,Good,Good,0
THOONA,VIC2510,222,Indi,1,Good,Good,0
THOOPARA,QLD2886,306,Dawson,1,Good,Good,0
THORA,NSW3886,110,Cowper,1,Good,Good,0
THORNBOROUGH,QLD2887,317,Kennedy,1,Good,Good,0
THORNBURY,VIC2511,208,Cooper,1,Good,Good,0
THORNDALE,QLD2888,321,Maranoa,1,Good,Good,0
THORNESIDE,QLD2889,303,Bowman,1,Good,Good,0
THORNGATE,SA1381,401,Adelaide,1,Good,Good,0
THORNHILL PARK,VIC3019,218,Gorton,1,Good,Good,0
THORNLANDS,QLD2890,303,Bowman,1,Good,Good,0
THORNLEA,SA1382,402,Barker,1,Good,Good,0
THORNLEIGH,NSW3887,104,Berowra,1,Acceptable,Good,0
