SA2_MAINCODE_2016,SA2_NAME_2016,SA2_CODE_2021,SA2_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
309101267,Benowa,309101267,Benowa,1,Good,Good,0
309101268,Bundall,309101268,Bundall,1,Good,Good,0
309101269,Main Beach,309101269,Main Beach,1,Good,Good,0
309101270,Surfers Paradise,309101561,Surfers Paradise - North,0.465283,Poor,Good,0
309101270,Surfers Paradise,309101562,Surfers Paradise - South,0.534717,Poor,Good,0
310011271,Darra - Sumner,310011271,Darra - Sumner,1,Good,Good,0
310011272,Durack,310011272,Durack,1,Good,Good,0
310011273,Forest Lake - Doolandella,310011563,Doolandella,0.2272251,Poor,Good,0
310011273,Forest Lake - Doolandella,310011564,Forest Lake - Ellen Grove,0.7727749,Acceptable,Good,0
310011274,Inala - Richlands,310011274,Inala - Richlands,1,Good,Good,0
310011275,Oxley (Qld),310011275,Oxley (Qld),1,Good,Good,0
310011276,Wacol,310011276,Wacol,1,Good,Good,0
310021277,Boonah,310021277,Boonah,1,Good,Good,0
310021278,Esk,310021278,Esk,1,Good,Good,0
310021279,Lake Manchester - England Creek,310021279,Lake Manchester - England Creek,1,Good,Good,0
310021280,Lockyer Valley - East,310021280,Lockyer Valley - East,1,Good,Good,0
310021281,Lowood,310021281,Lowood,1,Good,Good,0
310021282,Rosewood,310021282,Rosewood,1,Good,Good,0
310031283,Brassall,310031283,Brassall,1,Good,Good,0
310031284,Bundamba,310031284,Bundamba,1,Good,Good,0
310031285,Churchill - Yamanto,310031285,Churchill - Yamanto,1,Good,Good,0
310031286,Ipswich - Central,310031286,Ipswich - Central,1,Good,Good,0
310031287,Ipswich - East,310031287,Ipswich - East,1,Good,Good,0
310031288,Ipswich - North,310031288,Ipswich - North,1,Good,Good,0
310031289,Karalee - Barellan Point,310031289,Karalee - Barellan Point,1,Good,Good,0
310031290,Karana Downs,310031290,Karana Downs,1,Good,Good,0
310031291,Leichhardt - One Mile,310031291,Leichhardt - One Mile,1,Good,Good,0
310031292,North Ipswich - Tivoli,310031292,North Ipswich - Tivoli,1,Good,Good,0
310031293,Raceview,310031293,Raceview,1,Good,Good,0
310031294,Ripley,310031294,Ripley,1,Good,Good,0
310031295,Riverview,310031295,Riverview,1,Good,Good,0
310041296,Bellbird Park - Brookwater,310041565,Augustine Heights - Brookwater,0.5067528,Poor,Good,0
310041296,Bellbird Park - Brookwater,310041566,Bellbird Park,0.4932472,Poor,Good,0
310041297,Camira - Gailes,310041297,Camira - Gailes,1,Good,Good,0
310041298,Carole Park,310041298,Carole Park,1,Good,Good,0
310041299,Collingwood Park - Redbank,310041299,Collingwood Park - Redbank,1,Good,Good,0
310041300,Goodna,310041300,Goodna,1,Good,Good,0
310041301,New Chum,310041301,New Chum,1,Good,Good,0
310041302,Redbank Plains,310041302,Redbank Plains,1,Good,Good,0
310041303,Springfield,310041303,Springfield,1,Good,Good,0
310041304,Springfield Lakes,310041304,Springfield Lakes,1,Good,Good,0
311011305,Beaudesert,311011305,Beaudesert,1,Good,Good,0
311021306,Beenleigh,311021306,Beenleigh,1,Good,Good,0
311021307,Eagleby,311021307,Eagleby,1,Good,Good,0
311021308,Edens Landing - Holmview,311021308,Edens Landing - Holmview,1,Good,Good,0
311021309,Mount Warren Park,311021309,Mount Warren Park,1,Good,Good,0
311021310,Wolffdene - Bahrs Scrub,311021310,Wolffdene - Bahrs Scrub,1,Good,Good,0
311031311,Boronia Heights - Park Ridge,311031311,Boronia Heights - Park Ridge,1,Good,Good,0
311031312,Browns Plains,311031312,Browns Plains,1,Good,Good,0
311031313,Chambers Flat - Logan Reserve,311031313,Chambers Flat - Logan Reserve,1,Good,Good,0
311031314,Crestmead,311031314,Crestmead,1,Good,Good,0
311031315,Greenbank Military Camp,311031315,Greenbank Military Camp,1,Good,Good,0
311031316,Hillcrest,311031316,Hillcrest,1,Good,Good,0
311031317,Marsden,311031317,Marsden,1,Good,Good,0
311031318,Munruben - Park Ridge South,311031318,Munruben - Park Ridge South,1,Good,Good,0
311031319,Regents Park - Heritage Park,311031319,Regents Park - Heritage Park,1,Good,Good,0
311041320,Greenbank,311041568,Flagstone (West) - New Beith,0.5112815,Poor,Good,0
311041320,Greenbank,311041569,Greenbank - North Maclean,0.4887185,Poor,Good,0
311041321,Jimboomba,311041567,Flagstone (East) - Riverbend,0.2375178,Poor,Good,0
311041321,Jimboomba,311041570,Jimboomba - Glenlogan,0.6090748,Poor,Good,0
311041321,Jimboomba,311041571,Yarrabilba,0.1534074,Poor,Good,0
311041322,Logan Village,311041322,Logan Village,1,Good,Good,0
311051323,Bethania - Waterford,311051323,Bethania - Waterford,1,Good,Good,0
311051324,Cornubia - Carbrook,311051324,Cornubia - Carbrook,1,Good,Good,0
311051325,Loganholme - Tanah Merah,311051325,Loganholme - Tanah Merah,1,Good,Good,0
311051326,Loganlea,311051326,Loganlea,1,Good,Good,0
311051327,Shailer Park,311051327,Shailer Park,1,Good,Good,0
311051328,Waterford West,311051328,Waterford West,1,Good,Good,0
311061329,Daisy Hill,311061329,Daisy Hill,1,Good,Good,0
311061330,Kingston (Qld.),311061330,Kingston (Qld),1,Good,Good,0
311061331,Logan Central,311061331,Logan Central,1,Good,Good,0
311061332,Rochedale South - Priestdale,311061332,Rochedale South - Priestdale,1,Good,Good,0
311061333,Slacks Creek,311061333,Slacks Creek,1,Good,Good,0
311061334,Springwood,311061334,Springwood,1,Good,Good,0
311061335,Underwood,311061335,Underwood,1,Good,Good,0
311061336,Woodridge,311061336,Woodridge,1,Good,Good,0
312011337,Bowen,312011337,Bowen,1,Good,Good,0
312011338,Broadsound - Nebo,312011338,Broadsound - Nebo,1,Good,Good,0
312011339,Clermont,312011339,Clermont,1,Good,Good,0
312011340,Collinsville,312011340,Collinsville,1,Good,Good,0
312011341,Moranbah,312011341,Moranbah,1,Good,Good,0
312021342,Andergrove - Beaconsfield,312021342,Andergrove - Beaconsfield,1,Good,Good,0
312021343,East Mackay,312021343,East Mackay,1,Good,Good,0
312021344,Eimeo - Rural View,312021344,Eimeo - Rural View,1,Good,Good,0
312021345,Eungella Hinterland,312021345,Eungella Hinterland,1,Good,Good,0
312021346,Mackay,312021346,Mackay,1,Good,Good,0
312021347,Mackay Harbour,312021347,Mackay Harbour,1,Good,Good,0
312021348,Mount Pleasant - Glenella,312021348,Mount Pleasant - Glenella,1,Good,Good,0
312021349,North Mackay,312021349,North Mackay,1,Good,Good,0
312021350,Ooralea - Bakers Creek,312021350,Ooralea - Bakers Creek,1,Good,Good,0
312021351,Pioneer Valley,312021351,Pioneer Valley,1,Good,Good,0
312021352,Sarina,312021352,Sarina,1,Good,Good,0
312021353,Seaforth - Calen,312021353,Seaforth - Calen,1,Good,Good,0
312021354,Shoal Point - Bucasia,312021354,Shoal Point - Bucasia,1,Good,Good,0
312021355,Slade Point,312021355,Slade Point,1,Good,Good,0
312021356,South Mackay,312021356,South Mackay,1,Good,Good,0
312021357,Walkerston - Eton,312021357,Walkerston - Eton,1,Good,Good,0
312021358,West Mackay,312021358,West Mackay,1,Good,Good,0
312031359,Airlie - Whitsundays,312031359,Airlie - Whitsundays,1,Good,Good,0
312031360,Cape Conway,312031360,Cape Conway,1,Good,Good,0
312031361,Proserpine,312031361,Proserpine,1,Good,Good,0
313011362,Beachmere - Sandstone Point,313011362,Beachmere - Sandstone Point,1,Good,Good,0
313011363,Bribie Island,313011363,Bribie Island,1,Good,Good,0
313021364,Burpengary - East,313021364,Burpengary - East,1,Good,Good,0
313021365,Caboolture,313021572,Caboolture - East,0.5921669,Poor,Good,0
313021365,Caboolture,313021573,Caboolture - West,0.4078331,Poor,Good,0
313021366,Caboolture - South,313021366,Caboolture - South,1,Good,Good,0
313021367,Elimbah,313021367,Elimbah,1,Good,Good,0
313021368,Morayfield - East,313021368,Morayfield - East,1,Good,Good,0
313021369,Wamuran,313021369,Wamuran,1,Good,Good,0
313031370,Kilcoy,313031370,Kilcoy,1,Good,Good,0
313031371,Woodford - D'Aguilar,313031371,Woodford - D'Aguilar,1,Good,Good,0
313041372,Burpengary,313041372,Burpengary,1,Good,Good,0
313041373,Deception Bay,313041373,Deception Bay,1,Good,Good,0
313041374,Morayfield,313041374,Morayfield,1,Good,Good,0
313041375,Narangba,313041375,Narangba,1,Good,Good,0
313041376,Upper Caboolture,313041376,Upper Caboolture,1,Good,Good,0
313051377,Clontarf,313051377,Clontarf,1,Good,Good,0
313051378,Margate - Woody Point,313051378,Margate - Woody Point,1,Good,Good,0
313051379,Redcliffe,313051379,Redcliffe,1,Good,Good,0
313051380,Rothwell - Kippa-Ring,313051380,Rothwell - Kippa-Ring,1,Good,Good,0
313051542,Scarborough - Newport - Moreton Island,313051574,Moreton Island,0.0311014,Poor,Good,0
313051542,Scarborough - Newport - Moreton Island,313051575,Scarborough - Newport,0.9688986,Good,Good,0
314011382,Albany Creek,314011382,Albany Creek,1,Good,Good,0
314011383,Cashmere,314011383,Cashmere,1,Good,Good,0
314011384,Dayboro,314011384,Dayboro,1,Good,Good,0
314011385,Eatons Hill,314011385,Eatons Hill,1,Good,Good,0
314011386,The Hills District,314011386,The Hills District,1,Good,Good,0
314011387,Samford Valley,314011387,Samford Valley,1,Good,Good,0
314021388,Dakabin - Kallangur,314021576,Dakabin,0.149261,Poor,Good,0
314021388,Dakabin - Kallangur,314021577,Kallangur,0.850739,Acceptable,Good,0
314021389,Murrumba Downs - Griffin,314021389,Murrumba Downs - Griffin,1,Good,Good,0
314021390,North Lakes - Mango Hill,314021578,Mango Hill,0.2798332,Poor,Good,0
314021390,North Lakes - Mango Hill,314021579,North Lakes,0.7201668,Poor,Good,0
314031391,Bray Park,314031391,Bray Park,1,Good,Good,0
314031392,Lawnton,314031392,Lawnton,1,Good,Good,0
314031393,Petrie,314031393,Petrie,1,Good,Good,0
314031394,Strathpine - Brendale,314031394,Strathpine - Brendale,1,Good,Good,0
315011395,Aurukun,315011395,Aurukun,1,Good,Good,0
315011396,Cape York,315011396,Cape York,0.9999997,Good,Good,0
315011396,Cape York,315021404,Carpentaria,3.00E-07,Good,Good,1
315011397,Croydon - Etheridge,315011397,Croydon - Etheridge,1,Good,Good,0
315011398,Kowanyama - Pormpuraaw,315011398,Kowanyama - Pormpuraaw,1,Good,Good,0
315011399,Northern Peninsula,315011399,Northern Peninsula,1,Good,Good,0
315011400,Tablelands,315011400,Tablelands,1,Good,Good,0
315011401,Torres,315011401,Torres,1,Good,Good,0
315011402,Torres Strait Islands,315011402,Torres Strait Islands,1,Good,Good,0
315011403,Weipa,315011403,Weipa,1,Good,Good,0
315021404,Carpentaria,315021404,Carpentaria,1,Good,Good,0
315021405,Mount Isa,315021405,Mount Isa,1,Good,Good,0
315021406,Mount Isa Region,315021405,Mount Isa,0.0078296,Good,Good,1
315021406,Mount Isa Region,315021406,Mount Isa Surrounds,0.9921704,Good,Good,0
315021407,Northern Highlands,315021407,Northern Highlands,1,Good,Good,0
315031408,Barcaldine - Blackall,315031408,Barcaldine - Blackall,1,Good,Good,0
315031409,Charleville,315031409,Charleville,1,Good,Good,0
315031410,Far Central West,315031410,Far Central West,1,Good,Good,0
315031411,Far South West,315031411,Far South West,1,Good,Good,0
315031412,Longreach,315031412,Longreach,1,Good,Good,0
316011413,Buderim - North,316011413,Buderim - North,1,Good,Good,0
316011414,Buderim - South,316011414,Buderim - South,1,Good,Good,0
316011415,Mountain Creek,316011415,Mountain Creek,1,Good,Good,0
316011416,Sippy Downs,316011416,Sippy Downs,1,Good,Good,0
316021417,Aroona - Currimundi,316021417,Aroona - Currimundi,1,Good,Good,0
316021418,Buddina - Minyama,316021418,Buddina - Minyama,1,Good,Good,0
316021419,Caloundra - Kings Beach,316021419,Caloundra - Kings Beach,1,Good,Good,0
316021420,Caloundra - West,316021424,Wurtulla - Birtinya,0.0001909,Good,Good,1
316021420,Caloundra - West,316021580,Caloundra West - Baringa,0.3671805,Poor,Good,0
316021420,Caloundra - West,316021581,Meridan Plains - Little Mountain (North),0.6326285,Poor,Good,0
316021421,Golden Beach - Pelican Waters,316021421,Golden Beach - Pelican Waters,1,Good,Good,0
316021422,Moffat Beach - Battery Hill,316021422,Moffat Beach - Battery Hill,1,Good,Good,0
316021423,Parrearra - Warana,316021423,Parrearra - Warana,1,Good,Good,0
316021424,Wurtulla - Birtinya,316021424,Wurtulla - Birtinya,1,Good,Good,0
316031425,Coolum Beach,316031425,Coolum Beach,1,Good,Good,0
316031426,Marcoola - Mudjimba,316031426,Marcoola - Mudjimba,1,Good,Good,0
316031427,Maroochydore - Kuluin,316031427,Maroochydore - Kuluin,1,Good,Good,0
316031428,Mooloolaba - Alexandra Headland,316031428,Mooloolaba - Alexandra Headland,1,Good,Good,0
316051434,Noosa Heads,316051434,Noosa Heads,1,Good,Good,0
316051435,Noosaville,316051435,Noosaville,1,Good,Good,0
316051437,Sunshine Beach,316051437,Sunshine Beach,1,Good,Good,0
316051438,Tewantin,316051438,Tewantin,1,Good,Good,0
316051543,Peregian Beach - Marcus Beach,316051543,Peregian Beach - Marcus Beach,1,Good,Good,0
316051544,Peregian Springs,316051544,Peregian Springs,1,Good,Good,0
316061439,Beerwah,316061439,Beerwah,1,Good,Good,0
316061440,Caloundra Hinterland,316061440,Caloundra Hinterland,1,Good,Good,0
316061441,Glass House Mountains,316061441,Glass House Mountains,1,Good,Good,0
316061442,Landsborough,316061442,Landsborough,1,Good,Good,0
316061443,Maroochy Hinterland,316061443,Maroochy Hinterland,1,Good,Good,0
316061444,Palmwoods,316061444,Palmwoods,1,Good,Good,0
316071545,Bli Bli,316071545,Bli Bli,1,Good,Good,0
316071546,Diddillibah - Rosemount,316071546,Diddillibah - Rosemount,1,Good,Good,0
316071547,Eumundi - Yandina,316071547,Eumundi - Yandina,1,Good,Good,0
316071548,Nambour,316071548,Nambour,1,Good,Good,0
316081549,Noosa Hinterland,316081549,Noosa Hinterland,1,Good,Good,0
317011445,Cambooya - Wyreema,317011445,Cambooya - Wyreema,1,Good,Good,0
317011446,Darling Heights,317011446,Darling Heights,1,Good,Good,0
317011447,Drayton - Harristown,317011447,Drayton - Harristown,1,Good,Good,0
317011448,Gatton,317011448,Gatton,1,Good,Good,0
317011449,Gowrie (Qld),317011449,Gowrie (Qld),1,Good,Good,0
317011450,Highfields,317011450,Highfields,1,Good,Good,0
317011451,Lockyer Valley - West,317011451,Lockyer Valley - West,1,Good,Good,0
317011452,Middle Ridge,317011452,Middle Ridge,1,Good,Good,0
317011453,Newtown (Qld),317011453,Newtown (Qld),1,Good,Good,0
317011454,North Toowoomba - Harlaxton,317011454,North Toowoomba - Harlaxton,1,Good,Good,0
317011455,Rangeville,317011455,Rangeville,1,Good,Good,0
317011456,Toowoomba - Central,317011456,Toowoomba - Central,1,Good,Good,0
317011457,Toowoomba - East,317011457,Toowoomba - East,1,Good,Good,0
317011458,Toowoomba - West,317011458,Toowoomba - West,1,Good,Good,0
317011459,Wilsonton,317011459,Wilsonton,1,Good,Good,0
318011460,Ayr,318011460,Ayr,1,Good,Good,0
318011461,Burdekin,318011461,Burdekin,1,Good,Good,0
318011462,Charters Towers,318011462,Charters Towers,1,Good,Good,0
318011463,Dalrymple,318011463,Dalrymple,1,Good,Good,0
318011464,Ingham,318011464,Ingham,1,Good,Good,0
318011465,Ingham Region,318011465,Ingham Surrounds,1,Good,Good,0
318011466,Palm Island,318011466,Palm Island,1,Good,Good,0
318021467,Aitkenvale,318021467,Aitkenvale,1,Good,Good,0
318021468,Annandale,318021468,Annandale (Qld),1,Good,Good,0
318021469,Belgian Gardens - Pallarenda,318021469,Belgian Gardens - Pallarenda,1,Good,Good,0
318021470,Bohle Plains,318021470,Bohle Plains,1,Good,Good,0
318021471,Condon - Rasmussen,318021471,Condon - Rasmussen,1,Good,Good,0
318021472,Cranbrook,318021472,Cranbrook,1,Good,Good,0
318021473,Deeragun,318021582,Burdell - Mount Low,0.7441595,Poor,Good,0
318021473,Deeragun,318021583,Deeragun - Jensen,0.2558405,Poor,Good,0
318021474,Douglas,318021474,Douglas,1,Good,Good,0
318021475,Garbutt - West End,318021475,Garbutt - West End,1,Good,Good,0
318021476,Gulliver - Currajong - Vincent,318021476,Gulliver - Currajong - Vincent,1,Good,Good,0
318021477,Heatley,318021477,Heatley,1,Good,Good,0
318021478,Hermit Park - Rosslea,318021478,Hermit Park - Rosslea,1,Good,Good,0
318021479,Hyde Park - Pimlico,318021479,Hyde Park - Pimlico,1,Good,Good,0
318021480,Kelso,318021480,Kelso,1,Good,Good,0
318021481,Kirwan - East,318021481,Kirwan - East,1,Good,Good,0
318021482,Kirwan - West,318021482,Kirwan - West,1,Good,Good,0
318021483,Magnetic Island,318021483,Magnetic Island,1,Good,Good,0
318021484,Mount Louisa,318021484,Mount Louisa,1,Good,Good,0
318021485,Mundingburra,318021485,Mundingburra,1,Good,Good,0
318021486,Northern Beaches,318021486,Northern Beaches,1,Good,Good,0
318021487,Oonoonba,318021487,Oonoonba,1,Good,Good,0
318021488,South Townsville - Railway Estate,318021488,South Townsville - Railway Estate,1,Good,Good,0
318021489,Townsville - South,318021489,Townsville - South,1,Good,Good,0
318021490,Townsville City - North Ward,318021490,Townsville City - North Ward,1,Good,Good,0
318021491,Wulguru - Roseneath,318021491,Wulguru - Roseneath,1,Good,Good,0
319011492,Ashfield - Kepnock,319011492,Ashfield - Kepnock,1,Good,Good,0
319011493,Bargara - Burnett Heads,319011493,Bargara - Burnett Heads,1,Good,Good,0
319011494,Branyan - Kensington,319011494,Branyan - Kensington,1,Good,Good,0
319011495,Bundaberg,319011495,Bundaberg,1,Good,Good,0
319011496,Bundaberg East - Kalkie,319011496,Bundaberg East - Kalkie,1,Good,Good,0
319011497,Bundaberg North - Gooburrum,319011497,Bundaberg North - Gooburrum,1,Good,Good,0
319011498,Bundaberg Region - North,319011498,Bundaberg Surrounds - North,1,Good,Good,0
319011499,Bundaberg Region - South,319011499,Bundaberg Surrounds - South,1,Good,Good,0
319011500,Millbank - Avoca,319011500,Millbank - Avoca,1,Good,Good,0
319011501,Svensson Heights - Norville,319011501,Svensson Heights - Norville,1,Good,Good,0
319011502,Walkervale - Avenell Heights,319011502,Walkervale - Avenell Heights,1,Good,Good,0
319021503,Gayndah - Mundubbera,319021503,Gayndah - Mundubbera,1,Good,Good,0
319021504,Gin Gin,319021504,Gin Gin,1,Good,Good,0
319021505,Kingaroy,319021505,Kingaroy,1,Good,Good,0
319021506,Kingaroy Region - North,319021506,Kingaroy Surrounds - North,1,Good,Good,0
319021507,Kingaroy Region - South,319021507,Kingaroy Surrounds - South,1,Good,Good,0
319021508,Monto - Eidsvold,319021508,Monto - Eidsvold,1,Good,Good,0
319021509,Nanango,319021509,Nanango,1,Good,Good,0
319021510,North Burnett,319021510,North Burnett,1,Good,Good,0
319031511,Cooloola,319031511,Cooloola,1,Good,Good,0
319031512,Gympie - North,319031512,Gympie - North,1,Good,Good,0
319031513,Gympie - South,319031513,Gympie - South,1,Good,Good,0
319031514,Gympie Region,319031514,Gympie Surrounds,1,Good,Good,0
319031515,Kilkivan,319031515,Kilkivan,1,Good,Good,0
319041516,Booral - River Heads,319041516,Booral - River Heads,1,Good,Good,0
319041517,Craignish - Dundowran Beach,319041517,Craignish - Dundowran Beach,1,Good,Good,0
319041518,Pialba - Eli Waters,319041518,Pialba - Eli Waters,1,Good,Good,0
319041519,Point Vernon,319041519,Point Vernon,1,Good,Good,0
319041520,Torquay - Scarness - Kawungan,319041520,Torquay - Scarness - Kawungan,1,Good,Good,0
319041521,Urangan - Wondunna,319041521,Urangan - Wondunna,1,Good,Good,0
319051522,Burrum - Fraser,319051522,Burrum - Fraser,1,Good,Good,0
319051523,Granville,319051523,Granville,1,Good,Good,0
319051524,Maryborough (Qld),319051524,Maryborough (Qld),1,Good,Good,0
319051525,Maryborough Region - South,319051525,Maryborough Surrounds - South,1,Good,Good,0
319051526,Tinana,319051526,Tinana,1,Good,Good,0
397979799,Migratory - Offshore - Shipping (Qld),397979799,Migratory - Offshore - Shipping (Qld),1,Good,Good,0
399999499,No usual address (Qld),399999499,No usual address (Qld),1,Good,Good,0
401011001,Adelaide,401011001,Adelaide,1,Good,Good,0
401011002,North Adelaide,401011002,North Adelaide,1,Good,Good,0
401021003,Adelaide Hills,401021003,Adelaide Hills,1,Good,Good,0
401021004,Aldgate - Stirling,401021004,Aldgate - Stirling,1,Good,Good,0
401021005,Hahndorf - Echunga,401021005,Hahndorf - Echunga,1,Good,Good,0
401021006,Lobethal - Woodside,401021006,Lobethal - Woodside,1,Good,Good,0
401021007,Mount Barker,401021007,Mount Barker,1,Good,Good,0
401021008,Mount Barker Region,401021008,Mount Barker Surrounds,1,Good,Good,0
401021009,Nairne,401021009,Nairne,1,Good,Good,0
401021010,Uraidla - Summertown,401021010,Uraidla - Summertown,1,Good,Good,0
401031011,Burnside - Wattle Park,401031011,Burnside - Wattle Park,1,Good,Good,0
401031012,Glenside - Beaumont,401031012,Beaumont - Glen Osmond,1,Good,Good,0
401031013,Toorak Gardens,401031013,Toorak Gardens,1,Good,Good,0
401041014,Athelstone,401041014,Athelstone,1,Good,Good,0
401041015,Paradise - Newton,401041015,Paradise - Newton,1,Good,Good,0
401041016,Rostrevor - Magill,401041016,Rostrevor - Magill,1,Good,Good,0
401051017,Norwood (SA),401051017,Norwood (SA),1,Good,Good,0
401051018,Payneham - Felixstow,401051018,Payneham - Felixstow,1,Good,Good,0
401051019,St Peters - Marden,401051019,St Peters - Marden,1,Good,Good,0
401061020,Nailsworth - Broadview,401061020,Nailsworth - Broadview,1,Good,Good,0
401061021,Prospect,401061021,Prospect,1,Good,Good,0
401061022,Walkerville,401061022,Walkerville,1,Good,Good,0
401071023,Goodwood - Millswood,401071023,Goodwood - Millswood,1,Good,Good,0
401071024,Unley - Parkside,401071024,Unley - Parkside,1,Good,Good,0
402011025,Gawler - North,402011025,Gawler - North,1,Good,Good,0
402011026,Gawler - South,402011026,Gawler - South,1,Good,Good,0
402011027,Lewiston - Two Wells,402011027,Lewiston - Two Wells,1,Good,Good,0
402021028,Craigmore - Blakeview,402021028,Craigmore - Blakeview,1,Good,Good,0
402021029,Davoren Park,402021029,Davoren Park,1,Good,Good,0
402021030,Elizabeth,402021030,Elizabeth,1,Good,Good,0
402021031,Elizabeth East,402021031,Elizabeth East,1,Good,Good,0
402021032,Munno Para West - Angle Vale,402021032,Munno Para West - Angle Vale,1,Good,Good,0
402021033,One Tree Hill,402021033,One Tree Hill,1,Good,Good,0
402021034,Smithfield - Elizabeth North,402021034,Smithfield - Elizabeth North,1,Good,Good,0
402021035,Virginia - Waterloo Corner,402021035,Virginia - Waterloo Corner,1,Good,Good,0
402031036,Enfield - Blair Athol,402031036,Enfield - Blair Athol,1,Good,Good,0
402031037,Northgate - Oakden - Gilles Plains,402031175,Northgate - Northfield,0.5863112,Poor,Good,0
402031037,Northgate - Oakden - Gilles Plains,402031176,Valley View - Gilles Plains,0.4136888,Poor,Good,0
402031038,Windsor Gardens,402031038,Windsor Gardens,1,Good,Good,0
402041039,Dry Creek - North,402041039,Dry Creek - North,1,Good,Good,0
402041040,Ingle Farm,402041040,Ingle Farm,1,Good,Good,0
402041041,Para Hills,402041041,Para Hills,1,Good,Good,0
402041042,Parafield,402041042,Parafield,1,Good,Good,0
402041043,Parafield Gardens,402041043,Parafield Gardens,1,Good,Good,0
402041044,Paralowie,402041044,Paralowie,1,Good,Good,0
402041046,Salisbury,402041046,Salisbury,1,Good,Good,0
402041047,Salisbury East,402041047,Salisbury East,1,Good,Good,0
402041048,Salisbury North,402041048,Salisbury North,1,Good,Good,0
402041171,Mawson Lakes - Globe Derby Park,402041171,Mawson Lakes - Globe Derby Park,1,Good,Good,0
402041172,Pooraka - Cavan,402041172,Pooraka - Cavan,1,Good,Good,0
402051049,Golden Grove,402051049,Golden Grove,1,Good,Good,0
402051050,Greenwith,402051050,Greenwith,1,Good,Good,0
402051051,Highbury - Dernancourt,402051051,Highbury - Dernancourt,1,Good,Good,0
402051052,Hope Valley - Modbury,402051052,Hope Valley - Modbury,1,Good,Good,0
402051053,Modbury Heights,402051053,Modbury Heights,1,Good,Good,0
402051054,Redwood Park,402051054,Redwood Park,1,Good,Good,0
402051055,St Agnes - Ridgehaven,402051055,St Agnes - Ridgehaven,1,Good,Good,0
403011056,Brighton (SA),403011056,Brighton (SA),1,Good,Good,0
403011057,Glenelg (SA),403011057,Glenelg (SA),1,Good,Good,0
403021058,Edwardstown,403021058,Edwardstown,1,Good,Good,0
403021059,Hallett Cove,403021059,Hallett Cove,1,Good,Good,0
403021060,Marino - Seaview Downs,403021060,Marino - Seaview Downs,1,Good,Good,0
403021061,Mitchell Park,403021061,Mitchell Park,1,Good,Good,0
403021062,Morphettville,403021062,Morphettville,1,Good,Good,0
403021063,Sheidow Park - Trott Park,403021063,Sheidow Park - Trott Park,1,Good,Good,0
403021064,Warradale,403021064,Warradale,1,Good,Good,0
403031065,Belair,403031065,Belair,1,Good,Good,0
403031066,Bellevue Heights,403031066,Bellevue Heights,1,Good,Good,0
403031067,Blackwood,403031067,Blackwood,1,Good,Good,0
403031068,Colonel Light Gardens,403031068,Colonel Light Gardens,1,Good,Good,0
403031069,Mitcham (SA),403031069,Mitcham (SA),1,Good,Good,0
403031070,Panorama,403031070,Panorama,1,Good,Good,0
403041071,Aberfoyle Park,403041071,Aberfoyle Park,1,Good,Good,0
403041072,Aldinga,403041072,Aldinga,1,Good,Good,0
403041073,Christie Downs,403041073,Christie Downs,1,Good,Good,0
403041074,Christies Beach,403041074,Christies Beach,1,Good,Good,0
403041075,Clarendon,403041075,Clarendon,1,Good,Good,0
403041076,Coromandel Valley,403041076,Coromandel Valley,1,Good,Good,0
403041077,Flagstaff Hill,403041077,Flagstaff Hill,1,Good,Good,0
403041078,Hackham - Onkaparinga Hills,403041078,Hackham - Onkaparinga Hills,1,Good,Good,0
403041079,Hackham West - Huntfield Heights,403041079,Hackham West - Huntfield Heights,1,Good,Good,0
403041080,Happy Valley,403041080,Happy Valley,1,Good,Good,0
403041081,Happy Valley Reservoir,403041081,Happy Valley Reservoir,1,Good,Good,0
403041082,Lonsdale,403041082,Lonsdale,1,Good,Good,0
403041083,McLaren Vale,403041083,McLaren Vale,1,Good,Good,0
403041084,Morphett Vale - East,403041084,Morphett Vale - East,1,Good,Good,0
403041085,Morphett Vale - West,403041085,Morphett Vale - West,1,Good,Good,0
403041086,Reynella,403041086,Reynella,1,Good,Good,0
403041087,Seaford (SA),403041177,Seaford - Seaford Meadows,0.5559514,Poor,Good,0
403041087,Seaford (SA),403041178,Seaford Rise - Moana,0.4440486,Poor,Good,0
403041088,Willunga,403041088,Willunga,1,Good,Good,0
403041089,Woodcroft,403041089,Woodcroft,1,Good,Good,0
404011090,Beverley,404011090,Beverley,0.9979007,Good,Good,0
404011090,Beverley,404011091,Flinders Park,0.0020993,Good,Good,1
404011091,Flinders Park,404011091,Flinders Park,1,Good,Good,0
404011092,Henley Beach,404011092,Henley Beach,1,Good,Good,0
404011093,Hindmarsh - Brompton,404011093,Hindmarsh - Brompton,1,Good,Good,0
404011094,Royal Park - Hendon - Albert Park,404011094,Royal Park - Hendon - Albert Park,1,Good,Good,0
404011095,Seaton - Grange,404011095,Seaton - Grange,1,Good,Good,0
404011096,West Lakes,404011096,West Lakes,1,Good,Good,0
404011097,Woodville - Cheltenham,404011097,Woodville - Cheltenham,1,Good,Good,0
404021098,Dry Creek - South,404021098,Dry Creek - South,1,Good,Good,0
404021099,Largs Bay - Semaphore,404021099,Largs Bay - Semaphore,1,Good,Good,0
404021100,North Haven,404021100,North Haven,1,Good,Good,0
